模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	15102681811745218930	2015-10-26 15:11:48	1001000271201510261340449933	2015-10-26 15:11:48	693.81 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026780966161416753	2015-10-26 12:49:45	1001040271201510261338694024	2015-10-26 12:49:45	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026526066771114402	2015-10-26 15:44:14	1002660271201510261340789189	2015-10-26 15:44:14	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026790066824511836	2015-10-26 21:09:18	1005330271201510261345033448	2015-10-26 21:09:18	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026028066161415611	2015-10-26 14:58:39	1006520271201510261340161632	2015-10-26 14:58:39	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026089366161414418	2015-10-26 11:52:26	1008050271201510261337794774	2015-10-26 11:52:26	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026013466161416146	2015-10-26 12:20:10	1008680271201510261338292875	2015-10-26 12:20:10	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026069466771113952	2015-10-26 12:15:23	1008990271201510261338206900	2015-10-26 12:15:23	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026417166161413185	2015-10-26 15:46:20	1009010271201510261340835704	2015-10-26 15:46:20	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	15102611771270517085	2015-10-26 16:51:22	1009170271201510261341574071	2015-10-26 16:51:22	693.81 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026043766161419435	2015-10-26 12:04:48	1009440271201510261338013166	2015-10-26 12:04:48	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026487166161419790	2015-10-26 21:05:22	1009960271201510261344984829	2015-10-26 21:05:22	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026914366689511561	2015-10-27 09:54:57	1002650271201510261344681277	2015-10-27 09:54:57	1280.27 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-11-25
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026893266161421166	2015-10-26 15:44:28	1002600271201510261340819039	2015-10-26 15:44:28	2197.73 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-12-18
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151026305866771128879	2015-10-26 19:12:28	1004300271201510261343523352	2015-10-26 19:12:28	2197.73 	2015-11-02	SUCCESS	否	直充	2015-10-26	2015-12-18
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151027688266161418682	2015-10-27 22:55:27	1004340271201510271358097447	2015-10-27 22:55:27	1280.27 	2015-11-03	SUCCESS	否	直充	2015-10-27	2015-11-26
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151027694366161418517	2015-10-27 09:19:39	1005100271201510271347895780	2015-10-27 09:19:39	1280.27 	2015-11-03	SUCCESS	否	直充	2015-10-27	2015-11-26
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	15102784391036312994	2015-10-27 11:32:19	1007230271201510271349466093	2015-10-27 11:32:19	693.81 	2015-11-03	SUCCESS	否	直充	2015-10-27	2015-11-26
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151027457866161424537	2015-10-27 02:25:07	1009620271201510271346905604	2015-10-27 02:25:07	2197.73 	2015-11-03	SUCCESS	否	直充	2015-10-27	2015-12-18
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151027425344250618035	2015-10-27 17:33:35	1009550271201510271354138821	2015-10-27 17:33:35	693.81 	2015-11-04	SUCCESS	否	直充	2015-10-28	2015-11-06
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151028931866161418848	2015-10-28 14:21:37	1003810271201510281364098215	2015-10-28 14:21:37	1280.27 	2015-11-04	SUCCESS	否	直充	2015-10-28	2015-11-27
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151028105366161419651	2015-10-28 15:42:09	1004080271201510281365020035	2015-10-28 15:42:09	1280.27 	2015-11-04	SUCCESS	否	直充	2015-10-28	2015-11-27
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151028005166161412412	2015-10-28 10:01:59	1008270271201510281360339617	2015-10-28 10:01:59	1280.27 	2015-11-04	SUCCESS	否	直充	2015-10-28	2015-11-27
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151028706566161412392	2015-10-28 23:22:35	1008310271201510281370592087	2015-10-28 23:22:35	1280.27 	2015-11-04	SUCCESS	否	直充	2015-10-28	2015-11-27
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151029396566161412596	2015-10-29 09:11:39	1005400271201510291372310580	2015-10-29 09:11:39	1280.27 	2015-11-05	SUCCESS	否	直充	2015-10-29	2015-11-28
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151029811866824516916	2015-10-29 10:24:23	1006600271201510291373028976	2015-10-29 10:24:23	1280.27 	2015-11-05	SUCCESS	否	直充	2015-10-29	2015-11-28
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151029541466771112371	2015-10-29 13:37:42	1009200271201510291376160416	2015-10-29 13:37:42	1280.27 	2015-11-05	SUCCESS	否	直充	2015-10-29	2015-11-28
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151029032766335817994	2015-10-29 13:52:11	1009860271201510291376333206	2015-10-29 13:52:11	1280.27 	2015-11-05	SUCCESS	否	直充	2015-10-29	2015-11-28
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151030958766771112605	2015-10-30 20:46:11	1000530271201510301394469754	2015-10-30 20:46:11	1280.27 	2015-11-06	SUCCESS	否	直充	2015-10-30	2015-11-29
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151030958766094312269	2015-10-30 21:15:37	1000530271201510301394861893	2015-10-30 21:15:37	1280.27 	2015-11-06	SUCCESS	否	直充	2015-10-30	2015-11-29
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	15103091671270512018	2015-10-30 17:08:32	1002460271201510301391250622	2015-10-30 17:08:32	693.81 	2015-11-06	SUCCESS	否	直充	2015-10-30	2015-11-29
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151030317366621014679	2015-10-30 09:15:22	1002800271201510301385203076	2015-10-30 09:15:22	1280.27 	2015-11-06	SUCCESS	否	直充	2015-10-30	2015-11-29
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151030305866161419874	2015-10-30 14:56:30	1004300271201510301389488062	2015-10-30 14:56:30	1280.27 	2015-11-06	SUCCESS	否	直充	2015-10-30	2015-11-29
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151030790066621018140	2015-10-30 09:24:38	1005330271201510301385287248	2015-10-30 09:24:38	1280.27 	2015-11-06	SUCCESS	否	直充	2015-10-30	2015-11-29
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151030273266161417527	2015-10-30 14:52:38	1009290271201510301389601463	2015-10-30 14:52:38	1280.27 	2015-11-06	SUCCESS	否	直充	2015-10-30	2015-11-29
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151102041266161415978	2015-11-02 22:47:06	1000280271201511021432817896	2015-11-02 22:47:06	1280.27 	2015-11-09	SUCCESS	否	直充	2015-11-02	2015-12-01
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151102665566161416319	2015-11-02 14:20:52	1001690271201511021426740730	2015-11-02 14:20:52	1280.27 	2015-11-09	SUCCESS	否	直充	2015-11-02	2015-12-01
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151102594166161418787	2015-11-02 08:43:54	1003200271201511021422507566	2015-11-02 08:43:54	1280.27 	2015-11-09	SUCCESS	否	直充	2015-11-02	2015-12-01
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151102823166771113926	2015-11-02 16:43:57	1008000271201511021428262197	2015-11-02 16:43:57	1280.27 	2015-11-09	SUCCESS	否	直充	2015-11-02	2015-12-01
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151102744166161411486	2015-11-02 11:42:30	1008040271201511021424505860	2015-11-02 11:42:30	1280.27 	2015-11-09	SUCCESS	否	直充	2015-11-02	2015-12-01
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151103425368757218707	2015-11-03 08:35:30	1009550271201511031434356564	2015-11-03 08:35:30	693.81 	2015-11-10	SUCCESS	否	直充	2015-11-03	2015-12-02
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151104990366094315255	2015-11-04 14:23:13	1004810271201511041451452638	2015-11-04 14:23:13	1280.27 	2015-11-11	SUCCESS	否	直充	2015-11-04	2015-12-03
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151104249266824518851	2015-11-04 05:13:00	1004830271201511041446274642	2015-11-04 05:13:00	1280.27 	2015-11-11	SUCCESS	否	直充	2015-11-04	2015-12-03
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	15110466721270511673	2015-11-04 08:31:48	1004890271201511041446766536	2015-11-04 08:31:48	693.81 	2015-11-11	SUCCESS	否	直充	2015-11-04	2015-12-03
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151104854068757211805	2015-11-04 21:32:06	1007170271201511041457118210	2015-11-04 21:32:06	693.81 	2015-11-11	SUCCESS	否	直充	2015-11-04	2015-12-03
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151104435366161423421	2015-11-04 17:50:55	1003360271201511041454017621	2015-11-04 17:50:55	2197.73 	2015-11-11	SUCCESS	否	直充	2015-11-04	2015-12-18
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	15110567041879114439	2015-11-05 17:54:21	1000170271201511051467253225	2015-11-05 17:54:21	693.81 	2015-11-12	SUCCESS	否	直充	2015-11-05	2015-11-10
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151105829566161414253	2015-11-05 14:26:48	1000380271201511051464586464	2015-11-05 14:26:48	1280.27 	2015-11-12	SUCCESS	否	直充	2015-11-05	2015-12-04
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151105210366161419278	2015-11-05 15:15:11	1002570271201511051465108963	2015-11-05 15:15:11	1280.27 	2015-11-12	SUCCESS	否	直充	2015-11-05	2015-12-04
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151105609266161411002	2015-11-05 16:37:01	1002880271201511051466113257	2015-11-05 16:37:01	1280.27 	2015-11-12	SUCCESS	否	直充	2015-11-05	2015-12-04
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151105522366161411218	2015-11-05 23:25:21	1005570271201511051471707953	2015-11-05 23:25:21	1280.27 	2015-11-12	SUCCESS	否	直充	2015-11-05	2015-12-04
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151105055766824516233	2015-11-05 11:25:42	1008870271201511051461810527	2015-11-05 11:25:42	1280.27 	2015-11-12	SUCCESS	否	直充	2015-11-05	2015-12-04
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151106210366621013907	2015-11-06 15:24:19	1002570271201511061479207677	2015-11-06 15:24:19	1280.27 	2015-11-13	SUCCESS	否	直充	2015-11-06	2015-12-05
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151106844566771119085	2015-11-06 08:01:59	1003580271201511061473041664	2015-11-06 08:01:59	1280.27 	2015-11-13	SUCCESS	否	直充	2015-11-06	2015-12-05
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151106245266161417506	2015-11-06 21:07:29	1008320271201511061484453912	2015-11-06 21:07:29	1280.27 	2015-11-13	SUCCESS	否	直充	2015-11-06	2015-12-05
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151106745266011515484	2015-11-06 09:18:24	1008540271201511061473654456	2015-11-06 09:18:24	1280.27 	2015-11-13	SUCCESS	否	直充	2015-11-06	2015-12-05
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151108821566161414159	2015-11-08 11:11:40	1005010271201511081503842891	2015-11-08 11:11:40	1280.27 	2015-11-15	SUCCESS	否	直充	2015-11-08	2015-12-07
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109874766771112349	2015-11-09 09:46:06	1000400271201511091516704448	2015-11-09 09:46:06	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109852166161412821	2015-11-09 08:20:07	1000880271201511091516001533	2015-11-09 08:20:07	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109761166161414577	2015-11-09 22:05:43	1001490271201511091527502499	2015-11-09 22:05:43	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109106766062514866	2015-11-09 22:13:55	1002510271201511091527618092	2015-11-09 22:13:55	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109841166161417994	2015-11-09 15:27:39	1002520271201511091521796274	2015-11-09 15:27:39	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109435366776415809	2015-11-09 22:04:30	1003360271201511091527483172	2015-11-09 22:04:30	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109658766161417330	2015-11-09 12:49:17	1003560271201511091519647718	2015-11-09 12:49:17	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109348766161412262	2015-11-09 16:36:28	1003890271201511091522699803	2015-11-09 16:36:28	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109476766161414560	2015-11-09 15:29:43	1005080271201511091521789196	2015-11-09 15:29:43	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	15110913651036316387	2015-11-09 14:27:31	1006100271201511091521014725	2015-11-09 14:27:31	693.81 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109857468757216865	2015-11-09 09:51:13	1006610271201511091516762674	2015-11-09 09:51:13	693.81 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109454766621017445	2015-11-09 17:04:29	1006670271201511091523066477	2015-11-09 17:04:29	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109119166161414702	2015-11-09 06:31:08	1006700271201511091515621831	2015-11-09 06:31:08	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109874766161418247	2015-11-09 10:27:05	1007360271201511091517209012	2015-11-09 10:27:05	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
模拟交易	模拟交易	 	wxc4337c2ebe08ff82	 	 	151109478166161412230	2015-11-09 09:45:25	1009510271201511091516730808	2015-11-09 09:45:25	1280.27 	2015-11-16	SUCCESS	否	直充	2015-11-09	2015-12-08
